Year,Budget (in Billion $),Success Rate (%),Duration (in Days),Num_Collaborators,Tech_Maturity,Budget_Per_Day,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Satellite Type_Navigation,Satellite Type_Research,Satellite Type_Spy,Satellite Type_Weather,Environmental Impact_Low,Environmental Impact_Medium,Tech_Budget_Power
2012,6.43,79.0,103,2,2.0,0.06182692307692307,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,12.86
2023,34.84,50.0,299,1,1.0,0.11613333333333334,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,34.84
2022,47.95,92.0,128,2,1.0,0.37170542635658915,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,47.95
2000,38.57,63.0,122,1,2.0,0.31357723577235774,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,77.14
2002,5.97,59.0,333,2,2.0,0.017874251497005986,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11.94
2011,11.47,65.0,166,2,1.0,0.06868263473053893,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,11.47
2016,19.33,80.0,277,2,1.0,0.06953237410071941,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,19.33
2012,40.6,78.0,149,2,1.0,0.27066666666666667,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,40.6
2002,33.87,77.0,40,2,1.0,0.8260975609756097,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,33.87
2000,18.06,97.0,249,2,1.0,0.07224,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,18.06
2011,6.72,86.0,65,2,2.0,0.10181818181818181,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,13.44
2022,43.91,89.0,152,3,1.0,0.28699346405228754,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,43.91
2017,34.39,54.0,334,3,3.0,0.10265671641791045,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,103.17
2009,12.49,88.0,244,2,2.0,0.05097959183673469,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24.98
2024,48.48,99.0,345,2,1.0,0.14011560693641617,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,48.48
2010,31.12,53.0,222,3,2.0,0.13955156950672645,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,62.24
2015,0.82,94.0,124,3,2.0,0.00656,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.64
2008,20.89,99.0,287,3,1.0,0.07253472222222222,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,20.89
2016,29.44,93.0,295,2,4.0,0.09945945945945947,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,117.76
2015,20.7,91.0,125,1,2.0,0.16428571428571428,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,41.4
2010,17.05,76.0,172,3,3.0,0.0985549132947977,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,51.150000000000006
2001,8.44,85.0,175,1,1.0,0.04795454545454545,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,8.44
2007,24.79,52.0,251,2,1.0,0.09837301587301588,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,24.79
2021,29.77,79.0,339,1,1.0,0.08755882352941176,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,29.77
2024,26.97,96.0,250,2,4.0,0.10745019920318724,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,107.88
2010,30.43,60.0,75,2,2.0,0.40039473684210525,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,60.86
2001,22.1,66.0,149,1,4.0,0.14733333333333334,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,88.4
2005,13.45,84.0,139,3,2.0,0.09607142857142857,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,26.9
2001,30.5,51.0,356,2,3.0,0.08543417366946779,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,91.5
2009,41.64,86.0,78,3,3.0,0.5270886075949367,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,124.92
2013,10.31,58.0,356,2,1.0,0.028879551820728294,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10.31
2020,40.73,99.0,72,1,1.0,0.557945205479452,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,40.73
2003,22.79,67.0,145,1,2.0,0.1560958904109589,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,45.58
2017,36.02,99.0,337,1,4.0,0.10656804733727812,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,144.08
2010,34.76,81.0,350,3,3.0,0.09903133903133902,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,104.28
2020,12.54,54.0,307,3,2.0,0.04071428571428571,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,25.08
2006,37.18,64.0,216,1,1.0,0.1713364055299539,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,37.18
2017,40.42,91.0,70,1,3.0,0.5692957746478874,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,121.26
2004,3.79,70.0,66,2,1.0,0.05656716417910448,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,3.79
2007,6.06,61.0,50,2,1.0,0.1188235294117647,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,6.06
2013,35.67,78.0,143,2,2.0,0.24770833333333334,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,71.34
2008,29.11,80.0,160,2,1.0,0.18080745341614907,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,29.11
2016,44.75,62.0,248,2,1.0,0.17971887550200802,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,44.75
2022,4.37,60.0,231,3,4.0,0.018836206896551723,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,17.48
2020,6.48,50.0,263,3,1.0,0.024545454545454547,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6.48
2015,12.24,98.0,77,2,1.0,0.15692307692307692,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,12.24
2022,34.62,52.0,58,3,3.0,0.5867796610169491,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,103.85999999999999
2008,24.79,71.0,41,1,4.0,0.5902380952380952,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,99.16
2004,23.85,57.0,146,3,1.0,0.16224489795918368,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,23.85
2009,12.84,76.0,282,3,2.0,0.045371024734982335,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,25.68
2017,36.38,84.0,111,2,4.0,0.3248214285714286,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,145.52
2022,41.28,51.0,17,1,1.0,2.2933333333333334,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,41.28
2015,23.52,70.0,255,2,2.0,0.091875,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,47.04
2009,33.18,99.0,135,1,3.0,0.2439705882352941,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,99.53999999999999
2001,2.62,97.0,57,2,1.0,0.04517241379310345,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,2.62
2016,39.68,84.0,258,3,4.0,0.1532046332046332,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,158.72
2019,11.37,92.0,203,2,1.0,0.055735294117647056,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,11.37
2009,48.67,88.0,347,3,1.0,0.13985632183908048,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,48.67
2002,17.54,82.0,42,1,4.0,0.407906976744186,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,70.16
2012,24.96,67.0,88,1,1.0,0.2804494382022472,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,24.96
2005,0.8,81.0,76,2,4.0,0.01038961038961039,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,3.2
2010,28.21,70.0,328,1,1.0,0.08574468085106383,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,28.21
2012,8.34,100.0,265,3,4.0,0.03135338345864662,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,33.36
2013,33.83,83.0,53,3,1.0,0.6264814814814814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33.83
2015,40.44,99.0,203,3,4.0,0.19823529411764704,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,161.76
2013,14.64,65.0,93,3,1.0,0.15574468085106383,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,14.64
2013,14.82,96.0,195,1,1.0,0.07561224489795919,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,14.82
2019,20.84,76.0,144,1,1.0,0.14372413793103447,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,20.84
2000,21.25,61.0,268,3,3.0,0.07899628252788105,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,63.75
2010,20.98,54.0,83,1,1.0,0.24976190476190477,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,20.98
2023,41.27,69.0,317,2,1.0,0.1297798742138365,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,41.27
2008,42.85,94.0,91,2,1.0,0.4657608695652174,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,42.85
2006,10.8,67.0,232,1,2.0,0.04635193133047211,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,21.6
2010,12.55,60.0,147,3,4.0,0.0847972972972973,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,50.2
2024,23.98,59.0,129,3,1.0,0.18446153846153845,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,23.98
2006,28.13,52.0,307,1,1.0,0.09133116883116883,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,28.13
2014,43.49,63.0,215,2,1.0,0.2013425925925926,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,43.49
2023,33.0,86.0,315,2,4.0,0.10443037974683544,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,132.0
2011,38.13,100.0,245,3,2.0,0.155,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,76.26
2009,34.66,82.0,235,3,2.0,0.146864406779661,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,69.32
2018,29.46,50.0,265,1,1.0,0.11075187969924813,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,29.46
2019,24.32,89.0,332,1,2.0,0.07303303303303303,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,48.64
2006,27.28,69.0,7,2,1.0,3.41,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,27.28
2002,25.41,100.0,271,3,3.0,0.09341911764705882,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,76.23
2012,36.51,83.0,352,1,3.0,0.10342776203966005,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,109.53
2021,6.01,52.0,76,1,4.0,0.07805194805194805,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,24.04
2018,48.7,94.0,91,3,4.0,0.5293478260869565,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,194.8
2004,30.99,58.0,108,2,1.0,0.2843119266055046,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30.99
2005,20.47,98.0,262,2,1.0,0.07783269961977186,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,20.47
2022,13.26,61.0,33,3,1.0,0.39,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,13.26
2024,37.06,73.0,254,1,4.0,0.14533333333333334,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,148.24
2016,21.39,91.0,358,3,4.0,0.05958217270194986,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,85.56
2006,30.08,53.0,326,1,1.0,0.09198776758409785,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,30.08
2016,40.12,87.0,48,3,1.0,0.8187755102040816,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,40.12
2004,42.75,78.0,77,2,3.0,0.5480769230769231,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,128.25
2012,30.02,80.0,151,1,2.0,0.1975,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,60.04
2023,43.75,66.0,277,3,3.0,0.15737410071942445,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,131.25
2010,48.61,100.0,11,2,2.0,4.050833333333333,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,97.22
2021,37.3,50.0,234,1,4.0,0.15872340425531914,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,149.2
2020,16.09,60.0,73,1,4.0,0.21743243243243243,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,64.36
2021,14.22,90.0,95,3,3.0,0.148125,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,42.660000000000004
2006,16.73,67.0,315,1,2.0,0.05294303797468355,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,33.46
2005,1.42,59.0,49,1,1.0,0.028399999999999998,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1.42
2021,46.89,51.0,37,3,1.0,1.2339473684210527,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,46.89
2015,33.93,91.0,169,3,1.0,0.19958823529411765,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,33.93
2021,21.65,93.0,223,2,4.0,0.0966517857142857,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,86.6
2011,4.16,56.0,237,2,3.0,0.017478991596638654,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,12.48
2006,5.9,94.0,342,1,2.0,0.01720116618075802,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,11.8
2024,41.14,96.0,113,3,4.0,0.36087719298245613,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,164.56
2021,15.88,66.0,148,2,1.0,0.10657718120805369,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,15.88
2024,36.05,61.0,224,2,1.0,0.1602222222222222,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,36.05
2007,13.06,100.0,162,3,2.0,0.08012269938650307,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,26.12
2014,24.52,59.0,240,2,1.0,0.10174273858921162,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,24.52
2017,20.6,93.0,16,2,4.0,1.211764705882353,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,82.4
2017,49.09,77.0,159,3,1.0,0.30681250000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,49.09
2023,43.91,99.0,3,1,1.0,10.9775,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,43.91
2010,11.57,50.0,182,1,3.0,0.063224043715847,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,34.71
2005,17.58,88.0,158,1,1.0,0.11056603773584904,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,17.58
2003,26.14,87.0,220,3,2.0,0.11828054298642535,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,52.28
2010,19.39,72.0,135,3,4.0,0.1425735294117647,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,77.56
2023,23.43,76.0,21,2,2.0,1.065,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,46.86
2011,11.74,91.0,335,3,1.0,0.03494047619047619,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,11.74
2017,28.87,88.0,117,2,2.0,0.24466101694915254,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,57.74
2014,18.62,67.0,156,3,1.0,0.1185987261146497,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,18.62
2012,45.5,85.0,340,2,4.0,0.13343108504398826,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,182.0
2022,14.93,90.0,181,3,4.0,0.08203296703296703,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59.72
2020,19.88,92.0,91,1,3.0,0.21608695652173912,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,59.64
2006,26.81,84.0,327,1,4.0,0.08173780487804877,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,107.24
2001,14.29,87.0,106,3,1.0,0.13355140186915887,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,14.29
2007,2.8,62.0,300,3,3.0,0.009302325581395349,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,8.399999999999999
2010,29.12,72.0,365,2,2.0,0.07956284153005465,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,58.24
2010,1.68,54.0,180,2,4.0,0.009281767955801105,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.72
2018,6.44,84.0,262,3,4.0,0.024486692015209126,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,25.76
2020,27.09,63.0,128,1,1.0,0.21,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,27.09
2010,49.81,98.0,325,2,3.0,0.1527914110429448,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,149.43
2015,28.65,75.0,50,1,1.0,0.5617647058823529,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,28.65
2020,9.42,86.0,176,1,1.0,0.05322033898305085,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,9.42
2025,20.13,92.0,149,1,2.0,0.13419999999999999,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,40.26
2001,28.65,57.0,142,1,1.0,0.20034965034965033,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,28.65
2016,6.32,91.0,355,1,1.0,0.017752808988764045,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6.32
2020,44.98,91.0,202,2,4.0,0.22157635467980294,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,179.92
2001,4.17,75.0,17,3,2.0,0.23166666666666666,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.34
2011,45.8,61.0,354,3,1.0,0.12901408450704224,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,45.8
2014,11.02,84.0,76,3,3.0,0.14311688311688311,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,33.06
2010,11.43,64.0,350,1,3.0,0.03256410256410256,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,34.29
2024,31.07,76.0,174,1,3.0,0.17754285714285714,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,93.21000000000001
2008,18.33,88.0,260,1,1.0,0.07022988505747126,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,18.33
2012,26.09,65.0,104,3,2.0,0.24847619047619046,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,52.18
2015,49.6,70.0,146,2,1.0,0.3374149659863946,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,49.6
2019,7.97,83.0,89,1,1.0,0.08855555555555555,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,7.97
2000,4.32,69.0,197,2,4.0,0.02181818181818182,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,17.28
2019,46.3,62.0,140,3,2.0,0.3283687943262411,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,92.6
2023,48.26,90.0,348,3,4.0,0.1382808022922636,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,193.04
2011,11.21,75.0,190,3,3.0,0.058691099476439794,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,33.63
2011,43.06,92.0,34,3,1.0,1.2302857142857144,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,43.06
2024,31.83,72.0,87,3,2.0,0.36170454545454545,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,63.66
2023,43.64,96.0,322,1,4.0,0.13510835913312694,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,174.56
2007,14.7,87.0,297,2,3.0,0.049328859060402686,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,44.099999999999994
2014,30.88,67.0,355,3,2.0,0.08674157303370786,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,61.76
2001,14.49,76.0,195,3,4.0,0.07392857142857143,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,57.96
2017,6.14,82.0,72,3,1.0,0.08410958904109589,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,6.14
2018,48.72,61.0,158,2,3.0,0.3064150943396226,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,146.16
2008,7.76,51.0,54,3,3.0,0.1410909090909091,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,23.28
2010,44.97,93.0,331,2,1.0,0.13545180722891567,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,44.97
2017,25.63,52.0,83,3,1.0,0.3051190476190476,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,25.63
2018,22.08,89.0,139,1,4.0,0.1577142857142857,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,88.32
2020,33.13,55.0,85,3,2.0,0.3852325581395349,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,66.26
2015,15.58,85.0,204,1,3.0,0.076,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,46.74
2010,29.92,87.0,91,3,2.0,0.32521739130434785,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,59.84
2015,25.68,85.0,73,1,2.0,0.34702702702702704,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,51.36
2016,32.73,96.0,14,1,3.0,2.182,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,98.19
2025,7.19,97.0,192,3,1.0,0.0372538860103627,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,7.19
2015,32.22,66.0,127,3,3.0,0.25171875,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,96.66
2013,24.62,92.0,254,1,1.0,0.09654901960784314,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,24.62
2004,49.87,76.0,356,1,1.0,0.13969187675070027,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,49.87
2004,2.61,73.0,137,1,3.0,0.01891304347826087,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,7.83
2016,9.78,88.0,290,1,1.0,0.03360824742268041,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,9.78
2013,44.73,94.0,360,3,3.0,0.12390581717451522,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,134.19
2001,20.44,61.0,299,1,2.0,0.06813333333333334,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,40.88
2010,22.24,93.0,207,2,1.0,0.10692307692307691,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,22.24
2001,23.48,100.0,49,1,4.0,0.4696,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,93.92
2020,25.34,67.0,125,2,1.0,0.2011111111111111,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,25.34
2009,1.57,88.0,115,3,1.0,0.013534482758620691,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,1.57
2023,12.75,82.0,339,1,2.0,0.0375,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,25.5
2002,19.38,97.0,230,3,2.0,0.08389610389610389,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,38.76
2011,6.67,83.0,197,3,2.0,0.03368686868686869,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,13.34
2008,46.47,62.0,281,1,4.0,0.1647872340425532,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,185.88
2014,13.91,97.0,128,3,1.0,0.10782945736434109,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,13.91
2007,23.12,91.0,91,3,3.0,0.25130434782608696,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,69.36
2018,34.4,97.0,6,2,4.0,4.914285714285714,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,137.6
2015,7.63,100.0,44,3,1.0,0.16955555555555554,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,7.63
