Year,Budget (in Billion $),Success Rate (%),Duration (in Days),Num_Collaborators,Tech_Maturity,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Satellite Type_Navigation,Satellite Type_Research,Satellite Type_Spy,Satellite Type_Weather,Environmental Impact_Low,Environmental Impact_Medium,Tech_Budget_Power
2010,7.7,77.0,179,1,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30.8
2024,17.98,78.0,176,3,2.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,35.96
2005,10.98,52.0,134,2,3.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,32.94
2015,0.91,62.0,328,1,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.91
2016,18.28,96.0,244,2,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,18.28
2021,45.79,96.0,346,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,91.58
2019,2.27,80.0,71,3,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,6.8100000000000005
2016,49.58,97.0,103,3,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,49.58
2023,25.6,78.0,7,1,2.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,51.2
2025,10.63,90.0,119,1,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.63
2024,15.42,50.0,339,3,2.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,30.84
2002,49.33,72.0,244,3,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,49.33
2008,18.54,100.0,123,1,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,37.08
2021,38.17,98.0,206,3,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,76.34
2012,19.58,96.0,74,3,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,19.58
2007,17.86,64.0,332,1,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,35.72
2025,47.87,71.0,65,1,2.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,95.74
2005,35.76,84.0,316,1,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,35.76
2020,38.57,58.0,29,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,38.57
2011,34.91,65.0,188,3,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,34.91
2000,9.26,62.0,95,1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,27.78
2023,28.65,60.0,37,2,2.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,57.3
2022,6.74,67.0,237,1,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,26.96
2021,11.66,82.0,90,3,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,11.66
2003,47.97,95.0,53,1,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,47.97
2019,11.54,52.0,307,3,3.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,34.62
2006,14.54,85.0,122,1,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,29.08
2014,42.01,76.0,252,2,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,42.01
2017,15.64,54.0,98,3,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,15.64
2021,34.08,79.0,331,1,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,68.16
2004,8.92,51.0,243,1,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,35.68
2020,6.64,88.0,337,3,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.28
2020,12.21,58.0,129,2,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,12.21
2019,30.52,65.0,118,1,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,30.52
2016,21.93,71.0,269,3,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,87.72
2024,26.8,87.0,198,2,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,26.8
2022,34.29,75.0,199,1,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,34.29
2012,31.11,95.0,138,3,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,93.33
2006,25.88,89.0,326,2,3.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,77.64
2024,36.97,96.0,15,3,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,147.88
2014,40.67,55.0,247,2,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,122.01
2002,5.3,52.0,165,1,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,21.2
2023,18.25,54.0,272,2,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,54.75
2020,19.23,81.0,285,2,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,38.46
2016,9.32,92.0,345,2,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,9.32
2006,34.7,67.0,208,2,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,138.8
2014,19.84,50.0,20,2,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,19.84
2020,28.13,73.0,342,2,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,28.13
2009,31.55,74.0,63,2,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,126.2
2016,25.0,56.0,147,3,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,25.0
2009,34.49,63.0,239,2,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,34.49
2018,16.23,82.0,41,2,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,64.92
2023,23.24,100.0,62,2,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,23.24
2012,2.37,94.0,356,2,4.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,9.48
2007,7.52,95.0,328,3,3.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,22.56
2025,12.43,62.0,312,2,2.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,24.86
2004,43.02,66.0,132,3,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,129.06
2018,30.72,90.0,255,2,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,30.72
2000,19.67,76.0,37,3,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,19.67
2003,47.59,99.0,31,1,3.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,142.77
2008,40.45,66.0,34,3,4.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,161.8
2017,33.25,62.0,296,1,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,33.25
2016,9.71,78.0,166,1,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,9.71
2015,4.36,68.0,147,2,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,4.36
2020,45.52,60.0,294,3,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,45.52
2007,28.89,73.0,271,1,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,86.67
2017,14.64,63.0,363,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,29.28
2012,22.75,75.0,63,1,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,68.25
2024,29.09,97.0,125,3,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,29.09
2003,16.2,73.0,299,1,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,16.2
2016,22.66,52.0,141,2,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,22.66
2001,27.89,95.0,153,1,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,83.67
2004,31.69,91.0,278,2,2.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,63.38
2021,9.5,59.0,313,3,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,19.0
2000,12.71,89.0,24,3,3.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,38.13
2009,6.36,87.0,356,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.36
2008,3.21,74.0,32,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6.42
2022,15.36,98.0,351,2,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,46.08
2001,8.62,87.0,88,3,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,34.48
2014,28.98,91.0,257,2,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,57.96
2017,43.44,96.0,326,1,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,43.44
2017,6.81,86.0,262,3,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,27.24
2006,10.22,61.0,2,1,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.22
2000,10.51,68.0,171,2,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,21.02
2008,44.78,86.0,61,2,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,89.56
2007,25.04,89.0,102,3,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,100.16
2010,26.31,81.0,200,1,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,78.92999999999999
2017,36.39,99.0,226,1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,109.17
2014,1.49,58.0,297,2,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2.98
2011,46.13,85.0,20,1,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,46.13
2019,47.99,96.0,137,2,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,95.98
2021,10.64,80.0,251,1,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31.92
2007,27.35,63.0,45,3,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,27.35
2002,30.36,63.0,27,2,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,30.36
2016,32.03,54.0,334,3,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,32.03
2002,30.26,59.0,167,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,30.26
2021,2.3,86.0,161,2,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2.3
2025,16.04,58.0,43,3,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,16.04
2017,11.83,73.0,326,1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,35.49
2016,6.69,55.0,137,1,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6.69
2016,14.8,52.0,310,2,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,14.8
2018,47.95,95.0,291,3,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,47.95
2021,10.97,94.0,4,3,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,21.94
2001,21.69,97.0,295,2,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,43.38
2010,49.69,100.0,261,1,4.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,198.76
2002,40.99,92.0,323,2,3.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,122.97
2009,14.14,66.0,126,2,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,56.56
2000,48.03,58.0,247,1,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,48.03
2001,19.47,81.0,171,1,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,58.41
2023,34.28,98.0,352,2,2.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,68.56
2002,12.69,57.0,196,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,12.69
2000,2.43,77.0,258,2,1.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.43
2021,31.46,62.0,123,1,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,31.46
2017,35.28,73.0,348,2,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,105.84
2016,42.81,54.0,344,3,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,128.43
2014,39.8,71.0,213,1,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,39.8
2018,31.94,90.0,332,1,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,31.94
2017,37.19,80.0,333,1,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,111.57
2006,37.47,86.0,118,2,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,37.47
2007,35.56,54.0,284,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,35.56
2005,24.96,87.0,320,3,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,24.96
2014,36.31,64.0,208,2,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,108.93
2022,36.29,66.0,48,2,4.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,145.16
2017,28.27,81.0,357,1,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,56.54
2013,7.33,75.0,117,1,4.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,29.32
2001,20.98,70.0,321,1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,62.94
2021,20.6,60.0,91,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,20.6
2013,36.94,80.0,108,3,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.82
2024,47.99,63.0,332,1,3.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,143.97
2015,10.32,80.0,348,2,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,20.64
2009,32.14,77.0,275,1,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,64.28
2002,44.75,80.0,110,3,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,44.75
2021,8.57,50.0,357,2,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,25.71
2013,22.28,64.0,275,3,3.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,66.84
2002,19.77,69.0,346,1,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,19.77
2009,17.53,94.0,122,2,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.53
2022,19.81,81.0,253,3,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,19.81
2006,36.35,61.0,53,3,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,36.35
2009,26.68,53.0,23,1,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,26.68
2022,40.65,68.0,51,3,4.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,162.6
2018,24.57,95.0,56,2,2.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,49.14
2019,46.17,51.0,22,2,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,46.17
2025,16.5,79.0,304,2,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,66.0
2011,15.7,68.0,143,1,3.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,47.099999999999994
2016,44.95,70.0,330,1,3.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,134.85000000000002
2020,11.6,70.0,126,2,4.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,46.4
2009,2.48,67.0,106,3,4.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,9.92
2002,22.0,91.0,85,3,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,66.0
2001,22.1,73.0,74,1,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,66.30000000000001
2023,47.66,92.0,345,1,4.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,190.64
2013,39.74,58.0,237,2,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,119.22
2009,1.54,56.0,262,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.54
2000,27.0,52.0,224,2,4.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,108.0
2020,3.55,88.0,242,2,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,14.2
2012,0.96,91.0,166,1,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,3.84
2012,27.05,81.0,247,3,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,27.05
2003,30.29,52.0,177,3,4.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,121.16
2023,39.46,50.0,155,1,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,118.38
2025,46.27,90.0,293,1,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,138.81
2007,16.85,57.0,39,1,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50.550000000000004
2020,41.01,71.0,181,2,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,82.02
2009,35.75,74.0,125,3,1.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,35.75
2001,30.77,100.0,346,3,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,61.54
2003,34.41,59.0,42,3,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,68.82
2013,15.35,50.0,101,1,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,46.05
2011,35.37,94.0,330,1,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,141.48
2017,24.99,58.0,58,2,4.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,99.96
2014,3.07,74.0,331,1,3.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,9.209999999999999
2001,21.98,53.0,206,1,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,87.92
2024,31.48,60.0,141,2,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,31.48
2005,22.82,81.0,304,2,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,22.82
2005,8.33,54.0,41,3,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,33.32
2005,43.36,73.0,25,2,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,86.72
2000,1.45,68.0,189,3,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.45
2020,10.92,82.0,183,1,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,10.92
2000,30.28,96.0,130,1,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.56
2019,4.36,77.0,268,3,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,13.080000000000002
2006,46.54,58.0,316,1,4.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,186.16
2003,46.74,98.0,206,2,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,46.74
2017,45.69,63.0,52,2,3.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,137.07
2012,39.13,93.0,114,3,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,78.26
2000,34.03,61.0,225,3,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,34.03
2018,46.25,82.0,125,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,92.5
2019,48.18,86.0,217,1,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,192.72
2025,12.09,57.0,117,3,4.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,48.36
2004,9.67,56.0,335,1,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.67
2013,46.73,74.0,349,3,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,46.73
2021,3.62,62.0,133,2,3.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.86
2009,3.15,74.0,207,1,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,3.15
2004,31.94,75.0,143,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31.94
2025,34.71,59.0,33,1,4.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,138.84
2014,25.49,64.0,90,3,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,76.47
2015,30.87,78.0,314,2,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,61.74
2003,34.81,69.0,74,3,3.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,104.43
2018,45.44,76.0,346,1,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45.44
2023,6.35,94.0,66,1,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,19.049999999999997
2006,14.38,95.0,102,1,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14.38
2004,27.27,73.0,233,1,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,54.54
2013,49.47,85.0,56,3,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,148.41
2012,2.57,76.0,126,1,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.28
2005,29.23,76.0,116,1,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,116.92
2010,0.53,55.0,161,2,3.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1.59
2004,16.17,60.0,205,3,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,64.68
2012,47.02,69.0,17,2,4.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,188.08
2025,45.2,53.0,16,2,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,45.2
2013,27.93,97.0,196,2,4.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,111.72
2019,10.56,60.0,68,1,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,31.68
2018,16.51,63.0,350,3,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,33.02
2002,35.19,77.0,173,3,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,140.76
2013,28.48,73.0,318,1,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,56.96
2002,14.66,84.0,159,1,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,14.66
2009,41.66,76.0,178,3,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,83.32
2024,23.86,80.0,293,2,2.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,47.72
2013,40.11,67.0,22,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,40.11
2023,31.56,53.0,293,3,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,31.56
2023,6.74,53.0,272,1,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,13.48
2022,45.01,81.0,73,3,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,90.02
